gene,protein,reaction,model
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1116700,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1116700+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1136900,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1136900+PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1311800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1311800+PF3D7_1360800+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407800+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1407900+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1401300,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1401300+PF3D7_1408000+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407800+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
